type,mode,amount,currentBalance,transactionTimestamp,valueDate,txnId,narration,reference
CREDIT,OTHERS,860.0,1304.21,2024-05-08T05:05:05+05:30,2024-05-08,S95771170,NEFT-AXNPN12939183247-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,10.0,1294.21,2024-05-08T10:50:10+05:30,2024-05-08,S5706982,UPI/412964632007/105009/UPI/anshulkumar46788ok,NA
DEBIT,UPI,80.0,1214.21,2024-05-08T18:10:59+05:30,2024-05-08,S29026326,UPI/412982083695/181059/UPI/paytmqr1reyim9t8ap,NA
DEBIT,UPI,50.0,1164.21,2024-05-08T18:41:54+05:30,2024-05-08,S31066958,UPI/412959123807/184154/UPI/paytmqr1reyim9t8ap,NA
DEBIT,UPI,250.0,914.21,2024-05-08T20:58:06+05:30,2024-05-08,S40011730,UPI/412989876390/205806/UPI/gpay-11223375885ok,NA
CREDIT,UPI,200.0,1114.21,2024-05-08T21:52:26+05:30,2024-05-08,S43153522,UPI/449561148445/215226/UPI/8318914152axl/Paym,NA
DEBIT,UPI,100.0,1014.21,2024-05-09T09:52:32+05:30,2024-05-09,S53963012,UPI/449692534578/095232/UPI/8090506272axl/Paym,NA
DEBIT,UPI,30.0,984.21,2024-05-09T10:08:52+05:30,2024-05-09,S54736275,UPI/449639768355/100851/UPI/Q329690445ybl/Paym,NA
DEBIT,UPI,20.0,964.21,2024-05-09T11:20:18+05:30,2024-05-09,S58723963,UPI/413068391705/112017/UPI/paytmqrsqnezwmgulp,NA
DEBIT,UPI,25.0,939.21,2024-05-09T15:30:59+05:30,2024-05-09,S71709798,UPI/413039783300/153058/UPI/BHARATPE9006808906,NA
DEBIT,UPI,20.0,919.21,2024-05-09T15:38:07+05:30,2024-05-09,S72035289,UPI/449633310431/153806/UPI/Q241715787ybl/Paym,NA
DEBIT,UPI,900.0,19.21,2024-05-09T15:52:11+05:30,2024-05-09,S72702895,UPI/449647206056/155210/UPI/kaleemsiddiqui798y,NA
CREDIT,OTHERS,50.0,69.21,2024-05-09T19:38:29+05:30,2024-05-09,S87404329,IMPS/P2A/413019342635/PHONEPEPRIVATEL/IMPSAXB9111,NA
DEBIT,UPI,19.0,50.21,2024-05-09T21:44:12+05:30,2024-05-09,S95492504,UPI/413036240710/214411/UPI/gpayrechargeokpaya,NA
CREDIT,UPI,4000.0,4050.21,2024-05-10T08:58:30+05:30,2024-05-10,S6663524,UPI/449714971666/085830/UPI/abhishekshakya8172,NA
DEBIT,UPI,20.0,4030.21,2024-05-10T10:25:27+05:30,2024-05-10,S10946820,UPI/413146586526/102527/UPI/bharatpe9006655445,NA
DEBIT,UPI,2000.0,2030.21,2024-05-10T15:13:20+05:30,2024-05-10,S25942694,UPI/449780649234/151319/UPI/8303922846ibl/Paym,NA
DEBIT,UPI,80.0,1950.21,2024-05-10T15:41:45+05:30,2024-05-10,S27180404,UPI/413196184405/154144/UPI/paytmqr1reyim9t8ap,NA
DEBIT,UPI,130.0,1820.21,2024-05-10T17:55:09+05:30,2024-05-10,S34255144,UPI/413115502266/175509/UPI/gpay-11223375885ok,NA
CREDIT,OTHERS,570.0,2390.21,2024-05-11T05:15:27+05:30,2024-05-11,S53647046,NEFT-AXNPN13269302343-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,10.0,2380.21,2024-05-11T12:20:17+05:30,2024-05-11,S67006600,UPI/449834826630/122017/UPI/Q290444500ybl/Paym,NA
DEBIT,UPI,130.0,2250.21,2024-05-11T17:36:38+05:30,2024-05-11,S82858678,UPI/413229660750/173638/UPI/gpay-11223375885ok,NA
DEBIT,UPI,80.0,2170.21,2024-05-11T18:06:10+05:30,2024-05-11,S84640091,UPI/413209948773/180610/UPI/paytmqr1reyim9t8ap,NA
DEBIT,UPI,1000.0,1170.21,2024-05-11T19:43:21+05:30,2024-05-11,S91329786,UPI/449874659890/194320/UPI/deepali6790ibl/Pay,NA
DEBIT,UPI,240.9,929.31,2024-05-11T20:06:44+05:30,2024-05-11,S92918586,UPI/413213167623/200643/UPI/gpayrechargeokpaya,NA
CREDIT,OTHERS,1750.0,2679.31,2024-05-12T05:23:38+05:30,2024-05-12,S2269895,NEFT-AXNPN13378172709-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,10.0,2669.31,2024-05-12T16:49:20+05:30,2024-05-12,S27011398,UPI/449931860287/164919/UPI/Q087828198ybl/Paym,NA
DEBIT,UPI,70.0,2599.31,2024-05-12T18:33:02+05:30,2024-05-12,S32371814,UPI/413315037068/183301/UPI/amitkumar081270-1o,NA
DEBIT,UPI,200.0,2399.31,2024-05-12T19:34:31+05:30,2024-05-12,S36767697,UPI/413351516297/193430/UPI/6393859545ybl/UPI,NA
DEBIT,UPI,205.0,2194.31,2024-05-12T21:52:50+05:30,2024-05-12,S44412098,UPI/413387106387/215250/UPI/BHARATPE9006965490,NA
DEBIT,UPI,20.0,2174.31,2024-05-13T03:37:08+05:30,2024-05-13,C85130944,UPI/450034162751/005948/UPI/Q040012184ybl/Paym,NA
CREDIT,OTHERS,11530.0,13704.31,2024-05-13T06:54:41+05:30,2024-05-13,S48586185,NEFT-AXNPN13487029272-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,40.0,13664.31,2024-05-13T14:31:52+05:30,2024-05-13,S68002681,UPI/450031272882/143151/UPI/7895745727-2ibl/Pa,NA
DEBIT,UPI,30.0,13634.31,2024-05-13T17:06:18+05:30,2024-05-13,S75053646,UPI/450013966680/170618/UPI/Q780083197ybl/Paym,NA
DEBIT,UPI,40.0,13594.31,2024-05-13T18:44:16+05:30,2024-05-13,S80912068,UPI/450080770817/184415/UPI/9548226795axl/Paym,NA
DEBIT,UPI,10.0,13584.31,2024-05-14T11:04:57+05:30,2024-05-14,S8153568,UPI/413517301479/110456/UPI/BHARATPE9006574786,NA
DEBIT,UPI,10000.0,3584.31,2024-05-14T11:51:56+05:30,2024-05-14,S10609765,UPI/413509744677/115155/UPI/9910619719ybl/UPI,NA
DEBIT,UPI,40.0,3544.31,2024-05-14T15:38:27+05:30,2024-05-14,S21917028,UPI/413526231921/153826/UPI/BHARATPE9006729889,NA
DEBIT,UPI,600.0,2944.31,2024-05-14T19:24:52+05:30,2024-05-14,S35248853,UPI/413528369850/192452/UPI/6393859545ybl/UPI,NA
DEBIT,UPI,500.0,2444.31,2024-05-14T21:13:55+05:30,2024-05-14,S42673661,UPI/413510430627/211354/UPI/BHARATPE9006655445,NA
DEBIT,UPI,150.0,2294.31,2024-05-14T21:29:18+05:30,2024-05-14,S43468709,UPI/413533332615/212918/UPI/paytm-71838008payt,NA
CREDIT,OTHERS,650.0,2944.31,2024-05-15T05:55:03+05:30,2024-05-15,S48806823,NEFT-AXNPN13606008279-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,15.0,2929.31,2024-05-15T08:04:36+05:30,2024-05-15,S50958972,UPI/450258346200/080436/UPI/JIOINAPPDIRECTaxl/,NA
DEBIT,UPI,130.0,2799.31,2024-05-15T13:14:03+05:30,2024-05-15,S66534168,UPI/413637754025/131403/UPI/gpay-11223375885ok,NA
DEBIT,UPI,100.0,2699.31,2024-05-15T14:52:12+05:30,2024-05-15,S71347352,UPI/450260923857/145212/UPI/9555633248ybl/Paym,NA
DEBIT,UPI,500.0,2199.31,2024-05-15T17:17:13+05:30,2024-05-15,S78208027,UPI/450246816891/171713/UPI/6386098404axl/Paym,NA
DEBIT,UPI,15.0,2184.31,2024-05-15T22:15:36+05:30,2024-05-15,S96997684,UPI/450281155814/221536/UPI/JIOINAPPDIRECT1axl,NA
DEBIT,UPI,10.0,2174.31,2024-05-15T22:36:57+05:30,2024-05-15,S97669790,UPI/450273719291/223657/UPI/7860606760ibl/Paym,NA
CREDIT,OTHERS,130.0,2304.31,2024-05-16T05:10:20+05:30,2024-05-16,S228104,NEFT-AXNPN13715616213-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,30.0,2274.31,2024-05-16T17:16:11+05:30,2024-05-16,S28006608,UPI/413780937691/171611/UPI/gpay-11223375885ok,NA
DEBIT,UPI,130.0,2144.31,2024-05-16T18:00:23+05:30,2024-05-16,S30427191,UPI/413789877383/180022/UPI/gpay-11223375885ok,NA
DEBIT,UPI,400.0,1744.31,2024-05-16T19:26:35+05:30,2024-05-16,S36373946,UPI/413707095122/192635/UPI/6393859545ybl/UPI,NA
CREDIT,UPI,1000.0,2744.31,2024-05-16T19:58:36+05:30,2024-05-16,S38647092,UPI/413743064071/195836/UPI/8115504793nehajiyb,NA
DEBIT,UPI,130.0,2614.31,2024-05-16T20:46:55+05:30,2024-05-16,S41770836,UPI/413781345143/204654/UPI/gpay-11223375885ok,NA
DEBIT,UPI,500.0,2114.31,2024-05-16T20:48:53+05:30,2024-05-16,S41891196,UPI/450397231212/204852/UPI/9936263584ybl/Paym,NA
CREDIT,OTHERS,650.0,2764.31,2024-05-17T04:44:25+05:30,2024-05-17,S48693067,NEFT-AXNPN13824410081-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,110.0,2654.31,2024-05-17T09:54:31+05:30,2024-05-17,S55119388,UPI/450441738311/095430/UPI/Q936188905ybl/Paym,NA
DEBIT,UPI,95.0,2559.31,2024-05-17T14:53:22+05:30,2024-05-17,S69792660,UPI/450420574126/145322/UPI/Q889878872ybl/Paym,NA
DEBIT,UPI,1300.0,1259.31,2024-05-17T18:51:36+05:30,2024-05-17,S82091692,UPI/413826854467/185136/UPI/faizanrangrezz44-1,NA
DEBIT,UPI,260.0,999.31,2024-05-18T13:36:24+05:30,2024-05-18,S14717211,UPI/413905927079/133624/UPI/gpay-11223375885ok,NA
DEBIT,UPI,15.0,984.31,2024-05-18T17:03:14+05:30,2024-05-18,S24414209,UPI/450511341512/170313/UPI/JIOINAPPDIRECT1ybl,NA
DEBIT,UPI,50.0,934.31,2024-05-18T19:44:07+05:30,2024-05-18,S34122074,UPI/413966040271/194406/UPI/paytmqr1reyim9t8ap,NA
DEBIT,UPI,50.0,884.31,2024-05-18T20:53:26+05:30,2024-05-18,S38728944,UPI/413999509193/205325/UPI/UPILITE/LOAD/LITE,NA
DEBIT,UPI,60.0,824.31,2024-05-19T10:24:48+05:30,2024-05-19,S54307558,UPI/450629640910/102447/UPI/Q936188905ybl/Paym,NA
CREDIT,UPI,100.0,924.31,2024-05-19T12:15:40+05:30,2024-05-19,S59715258,UPI/450601898350/121541/UPI/8303922846ibl/Paym,NA
DEBIT,UPI,20.0,904.31,2024-05-19T12:26:51+05:30,2024-05-19,S60227792,UPI/414092229094/122650/UPI/paytmqrdrfplk18zap,NA
DEBIT,UPI,130.0,774.31,2024-05-19T17:01:14+05:30,2024-05-19,S71560094,UPI/414030615217/170113/UPI/gpay-11223375885ok,NA
DEBIT,UPI,50.0,724.31,2024-05-19T17:44:31+05:30,2024-05-19,S73615728,UPI/414040673279/174431/UPI/paytmqr1reyim9t8ap,NA
DEBIT,UPI,400.0,324.31,2024-05-19T19:40:29+05:30,2024-05-19,S80998230,UPI/414025794085/194028/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,15.0,309.31,2024-05-19T20:32:25+05:30,2024-05-19,S84350980,UPI/450654811823/203224/UPI/JIOINAPPDIRECTaxl/,NA
DEBIT,UPI,130.0,179.31,2024-05-20T13:27:57+05:30,2024-05-20,S8218942,UPI/414115316842/132757/UPI/gpay-11223375885ok,NA
DEBIT,UPI,130.0,49.31,2024-05-20T17:26:51+05:30,2024-05-20,S19005868,UPI/414156213747/172651/UPI/gpay-11223375885ok,NA
CREDIT,OTHERS,1070.0,1119.31,2024-05-21T05:47:33+05:30,2024-05-21,S39063328,NEFT-AXNPN14261608351-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,55.0,1064.31,2024-05-21T09:47:32+05:30,2024-05-21,S45076297,UPI/450831801738/094731/UPI/Q936188905ybl/Paym,NA
DEBIT,UPI,130.0,934.31,2024-05-21T14:29:35+05:30,2024-05-21,S59238697,UPI/414280984745/142935/UPI/gpay-11223375885ok,NA
DEBIT,UPI,400.0,534.31,2024-05-21T19:23:37+05:30,2024-05-21,S74735090,UPI/414200512088/192336/UPI/mohitkingguptaokic,NA
DEBIT,UPI,130.0,404.31,2024-05-21T21:23:33+05:30,2024-05-21,S82499753,UPI/414222731487/212333/UPI/gpay-11223375885ok,NA
CREDIT,OTHERS,2050.0,2454.31,2024-05-22T04:42:07+05:30,2024-05-22,S87744917,NEFT-AXNPN14371290011-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,19.0,2435.31,2024-05-22T14:10:51+05:30,2024-05-22,S7150388,UPI/450957409812/141051/UPI/JIOINAPPDIRECTaxl/,NA
DEBIT,UPI,240.0,2195.31,2024-05-22T14:48:58+05:30,2024-05-22,S8931946,UPI/414310082234/144858/UPI/gpay-11223375885ok,NA
DEBIT,UPI,20.0,2175.31,2024-05-22T14:49:42+05:30,2024-05-22,S8969652,UPI/414328946157/144941/UPI/gpay-11223375885ok,NA
DEBIT,UPI,10.0,2165.31,2024-05-22T18:04:30+05:30,2024-05-22,S17888462,UPI/450960299185/180430/UPI/Q290444500ybl/Paym,NA
CREDIT,UPI,3920.0,6085.31,2024-05-22T20:21:48+05:30,2024-05-22,S26902030,UPI/450963336655/202149/UPI/sajalgupta123ybl/P,NA
DEBIT,UPI,3920.0,2165.31,2024-05-22T20:25:35+05:30,2024-05-22,S27164821,UPI/450900888765/202535/UPI/sajalgupta123ibl/P,NA
DEBIT,UPI,130.0,2035.31,2024-05-22T21:02:23+05:30,2024-05-22,S29541198,UPI/414365291382/210222/UPI/gpay-11223375885ok,NA
CREDIT,OTHERS,650.0,2685.31,2024-05-23T05:26:11+05:30,2024-05-23,S35532875,NEFT-AXNPN14480896873-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,260.0,2425.31,2024-05-23T11:18:03+05:30,2024-05-23,S45633941,UPI/414411227482/111803/UPI/gpay-11223375885ok,NA
DEBIT,UPI,260.0,2165.31,2024-05-23T12:09:28+05:30,2024-05-23,S48150388,UPI/414402380220/120928/UPI/gpay-11223375885ok,NA
DEBIT,UPI,15.0,2150.31,2024-05-23T15:23:42+05:30,2024-05-23,S57030991,UPI/414485148171/152341/UPI/paytmqr1se00pfsn5p,NA
DEBIT,UPI,260.0,1890.31,2024-05-23T16:59:54+05:30,2024-05-23,S60874237,UPI/414408262921/165953/UPI/gpay-11223375885ok,NA
DEBIT,UPI,20.0,1870.31,2024-05-23T18:13:02+05:30,2024-05-23,S64517156,UPI/451029592538/181302/UPI/Q000560684ybl/Paym,NA
DEBIT,UPI,260.0,1610.31,2024-05-23T19:35:36+05:30,2024-05-23,S69743726,UPI/414468554047/193536/UPI/gpay-11223375885ok,NA
DEBIT,UPI,260.0,1350.31,2024-05-23T21:34:36+05:30,2024-05-23,S76928730,UPI/414483814671/213436/UPI/q840072483ybl/UPI,NA
DEBIT,UPI,130.0,1220.31,2024-05-24T13:44:42+05:30,2024-05-24,S3094300,UPI/414594884478/134441/UPI/gpay-11223375885ok,NA
DEBIT,UPI,600.0,620.31,2024-05-24T19:33:45+05:30,2024-05-24,S24475102,UPI/414515790893/193345/UPI/mohitkingguptaokhd,NA
CREDIT,UPI,600.0,1220.31,2024-05-24T19:33:51+05:30,2024-05-24,S24480611,UPI/414515790893/193350/REVERSAL,NA
DEBIT,UPI,130.0,1090.31,2024-05-24T19:42:08+05:30,2024-05-24,S25092313,UPI/414564456590/194207/UPI/gpay-11223375885ok,NA
CREDIT,OTHERS,600.0,1690.31,2024-05-25T07:47:07+05:30,2024-05-25,S39142940,NEFT-AXNPN14699634650-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,50.0,1640.31,2024-05-25T09:49:10+05:30,2024-05-25,S43699064,UPI/414621268409/094909/UPI/BHARATPE9006892179,NA
DEBIT,UPI,60.0,1580.31,2024-05-25T10:36:53+05:30,2024-05-25,S45900367,UPI/451238368076/103653/UPI/Q936188905ybl/Paym,NA
DEBIT,UPI,10.0,1570.31,2024-05-25T10:54:46+05:30,2024-05-25,S46817724,UPI/451291691972/105446/UPI/Q514575473ybl/Paym,NA
DEBIT,UPI,640.0,930.31,2024-05-25T14:11:41+05:30,2024-05-25,S58284661,UPI/451207360360/141141/UPI/Q420727784ybl/Paym,NA
DEBIT,UPI,130.0,800.31,2024-05-25T16:59:06+05:30,2024-05-25,S65793336,UPI/414609766507/165905/UPI/gpay-11223375885ok,NA
DEBIT,UPI,10.0,790.31,2024-05-25T17:01:24+05:30,2024-05-25,S65911676,UPI/451290746500/170123/UPI/Q290444500ybl/Paym,NA
DEBIT,UPI,80.0,710.31,2024-05-25T18:10:37+05:30,2024-05-25,S70189396,UPI/414600010566/181036/UPI/paytmqr1reyim9t8ap,NA
DEBIT,UPI,20.0,690.31,2024-05-25T21:41:13+05:30,2024-05-25,S83193568,UPI/414672041810/214113/UPI/paytmqr1se00pfsn5p,NA
CREDIT,OTHERS,1000.0,1690.31,2024-05-25T22:54:11+05:30,2024-05-25,S85499451,IMPS/P2A/414622757146/ONE97COMMUNICAT/IMPSAXB9199,NA
DEBIT,UPI,20.0,1670.31,2024-05-26T07:44:13+05:30,2024-05-26,S89057030,UPI/414707490257/074413/UPI/paytmqr16gldnpaytm,NA
DEBIT,UPI,30.0,1640.31,2024-05-26T08:21:03+05:30,2024-05-26,S89921489,UPI/414783492167/082102/UPI/paytm-79496683payt,NA
DEBIT,UPI,30.0,1610.31,2024-05-26T09:12:54+05:30,2024-05-26,S91523582,UPI/414754820953/091254/UPI/paytmqr556sdtpaytm,NA
DEBIT,UPI,30.0,1580.31,2024-05-26T11:02:43+05:30,2024-05-26,S96022532,UPI/414726944209/110243/UPI/paytmqr553klypaytm,NA
DEBIT,UPI,400.0,1180.31,2024-05-26T16:29:27+05:30,2024-05-26,S9294814,UPI/451380259328/162927/UPI/987132751101ibl/Pa,NA
DEBIT,UPI,10.0,1170.31,2024-05-26T18:46:48+05:30,2024-05-26,S17969280,UPI/414773072076/184647/UPI/paytmqr109nc9ruhup,NA
DEBIT,UPI,216.0,954.31,2024-05-27T03:39:25+05:30,2024-05-26,C98744362,UPI/414700647236/233652/UPI/paytmqr281005050101,NA
DEBIT,UPI,260.0,694.31,2024-05-27T12:17:55+05:30,2024-05-27,S45954314,UPI/414822688109/121755/UPI/gpay-11223375885ok,NA
DEBIT,UPI,50.0,644.31,2024-05-27T16:20:10+05:30,2024-05-27,S59610523,UPI/414809057729/162010/UPI/paytmqr1reyim9t8ap,NA
DEBIT,UPI,20.0,624.31,2024-05-27T17:26:56+05:30,2024-05-27,S63058979,UPI/414852294503/172655/UPI/paytmqr281005050101,NA
DEBIT,UPI,130.0,494.31,2024-05-27T18:25:59+05:30,2024-05-27,S66582457,UPI/414852275431/182559/UPI/gpay-11223375885ok,NA
DEBIT,UPI,175.0,319.31,2024-05-27T19:53:23+05:30,2024-05-27,S72840952,UPI/451446471636/195322/UPI/Q935592796ybl/Paym,NA
CREDIT,OTHERS,210.0,529.31,2024-05-28T05:41:08+05:30,2024-05-28,S84053875,NEFT-AXNPN14927376982-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,130.0,399.31,2024-05-28T12:09:13+05:30,2024-05-28,S3529558,UPI/414983060461/120913/UPI/gpay-11223375885ok,NA
DEBIT,UPI,130.0,269.31,2024-05-28T20:45:38+05:30,2024-05-28,S31744671,UPI/414942119710/204537/UPI/gpay-11223375885ok,NA
CREDIT,OTHERS,150.0,419.31,2024-05-29T06:03:44+05:30,2024-05-29,S38920101,NEFT-AXNPN15036609374-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,240.9,178.41,2024-05-29T08:53:10+05:30,2024-05-29,S43796126,UPI/415078559131/085310/UPI/gpayrechargeicici/,NA
DEBIT,UPI,130.0,48.41,2024-05-29T12:01:51+05:30,2024-05-29,S53022278,UPI/415085026291/120151/UPI/gpay-11223375885ok,NA
CREDIT,UPI,300.0,348.41,2024-05-29T17:10:42+05:30,2024-05-29,S66468359,UPI/415061496542/171043/UPI/7786043828ibl/Paym,NA
DEBIT,UPI,245.0,103.41,2024-05-29T17:12:19+05:30,2024-05-29,S66551053,UPI/451629965942/171219/UPI/9910619719ibl/Paym,NA
DEBIT,UPI,80.0,23.41,2024-05-29T17:57:40+05:30,2024-05-29,S68913329,UPI/415067358040/175740/UPI/paytmqr1reyim9t8ap,NA
CREDIT,OTHERS,938.0,961.41,2024-05-30T05:07:05+05:30,2024-05-30,S87517914,NEFT-AXNPN15145877034-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,60.0,901.41,2024-05-30T09:58:24+05:30,2024-05-30,S94085910,UPI/451708846336/095823/UPI/Q936188905ybl/Paym,NA
DEBIT,UPI,130.0,771.41,2024-05-30T13:30:30+05:30,2024-05-30,S4676116,UPI/451747322898/133029/UPI/Q601737327ybl/Paym,NA
DEBIT,UPI,10.0,761.41,2024-05-30T13:38:20+05:30,2024-05-30,S5042978,UPI/451711506710/133820/UPI/Q596679282ybl/Paym,NA
